NEV;VALUE;M_KOD;VON_IDO
Karád;25,03067485;TYWG009;2024
Karád;69,44785276;TYWG010;2024
Kánya;3,28638498;TYWG008;2024
Kánya;26,76056338;TYWG009;2024
Kánya;69,95305164;TYWG010;2024
Baranyaszentgyörgy;6,94444444;TYWG008;2024
Baranyaszentgyörgy;23,61111111;TYWG009;2024
Baranyaszentgyörgy;69,44444444;TYWG010;2024
Révfülöp;4,08719346;TYWG008;2024
Révfülöp;18,39237057;TYWG009;2024
Révfülöp;77,52043597;TYWG010;2024
Kőszegdoroszló;7,08661417;TYWG008;2024
Kőszegdoroszló;29,13385827;TYWG009;2024
Kőszegdoroszló;63,77952756;TYWG010;2024
Létavértes;8,3618396;TYWG008;2024
Létavértes;33,90345876;TYWG009;2024
Létavértes;57,73470163;TYWG010;2024
Hőgyész;2,99184044;TYWG008;2024
Hőgyész;17,0444243;TYWG009;2024
Hőgyész;79,96373527;TYWG010;2024
Inke;8,21917808;TYWG008;2024
Inke;20,54794521;TYWG009;2024
Inke;71,23287671;TYWG010;2024
Balatonmagyaród;1,56862745;TYWG008;2024
Balatonmagyaród;18,03921569;TYWG009;2024
Balatonmagyaród;80,39215686;TYWG010;2024
Alap;6,13207547;TYWG008;2024
Alap;38,79716981;TYWG009;2024
Alap;55,07075472;TYWG010;2024
Kazsok;0,83333333;TYWG008;2024
Kazsok;28,33333333;TYWG009;2024
Kazsok;70,83333333;TYWG010;2024
Gamás;5,24861878;TYWG008;2024
Gamás;27,0718232;TYWG009;2024
Gamás;67,67955801;TYWG010;2024
Szécsény;4,36187399;TYWG008;2024
Szécsény;30,77544426;TYWG009;2024
Szécsény;64,86268174;TYWG010;2024
Pogányszentpéter;7,06521739;TYWG008;2024
Pogányszentpéter;30,43478261;TYWG009;2024
Pogányszentpéter;62,5;TYWG010;2024
Nadap;3,06748466;TYWG008;2024
Nadap;19,63190184;TYWG009;2024
Nadap;77,3006135;TYWG010;2024
Kosd;5,62770563;TYWG008;2024
Kosd;18,61471861;TYWG009;2024
Kosd;75,75757576;TYWG010;2024
Túrkeve;12,25527587;TYWG008;2024
Túrkeve;43,80879736;TYWG009;2024
Túrkeve;43,93592677;TYWG010;2024
Varga;12;TYWG008;2024
Varga;58;TYWG009;2024
Varga;30;TYWG010;2024
Szőkéd;2,87769784;TYWG008;2024
Szőkéd;20,86330935;TYWG009;2024
Szőkéd;76,25899281;TYWG010;2024
Isaszeg;4,97572816;TYWG008;2024
Isaszeg;18,8592233;TYWG009;2024
Isaszeg;76,16504854;TYWG010;2024
Dunapataj;6,17737003;TYWG008;2024
Dunapataj;31,25382263;TYWG009;2024
Dunapataj;62,56880734;TYWG010;2024
Szeremle;0,81967213;TYWG008;2024
Szeremle;16,8852459;TYWG009;2024
Szeremle;82,29508197;TYWG010;2024
Babócsa;6,56934307;TYWG008;2024
Babócsa;35,03649635;TYWG009;2024
Babócsa;58,39416058;TYWG010;2024
Mekényes;8,75912409;TYWG008;2024
Mekényes;18,24817518;TYWG009;2024
Mekényes;72,99270073;TYWG010;2024
Dóc;6,25;TYWG008;2024
Dóc;41,31944444;TYWG009;2024
Dóc;52,43055556;TYWG010;2024
Árpás;4,1958042;TYWG008;2024
Árpás;30,06993007;TYWG009;2024
Árpás;65,73426573;TYWG010;2024
Fülpösdaróc;8,33333333;TYWG008;2024
Fülpösdaróc;40,74074074;TYWG009;2024
Fülpösdaróc;50,92592593;TYWG010;2024
Bakháza;13,75;TYWG008;2024
Bakháza;35;TYWG009;2024
Bakháza;51,25;TYWG010;2024
Szajk;0,94637224;TYWG008;2024
Szajk;6,94006309;TYWG009;2024
Szajk;92,11356467;TYWG010;2024
Lövőpetri;6,4516129;TYWG008;2024
Lövőpetri;27,64976959;TYWG009;2024
Lövőpetri;65,89861751;TYWG010;2024
Ivánc;5,80357143;TYWG008;2024
Ivánc;41,96428571;TYWG009;2024
Ivánc;52,23214286;TYWG010;2024
Cserhátszentiván;8,77192982;TYWG008;2024
Cserhátszentiván;33,33333333;TYWG009;2024
Cserhátszentiván;57,89473684;TYWG010;2024
Serényfalva;5,21978022;TYWG008;2024
Serényfalva;31,31868132;TYWG009;2024
Serényfalva;63,46153846;TYWG010;2024
Dénesfa;2,3255814;TYWG008;2024
Dénesfa;22,6744186;TYWG009;2024
Dénesfa;75;TYWG010;2024
Somogytúr;2,92682927;TYWG008;2024
Somogytúr;18,53658537;TYWG009;2024
Somogytúr;78,53658537;TYWG010;2024
Vasszentmihály;1,19760479;TYWG008;2024
Vasszentmihály;23,35329341;TYWG009;2024
Vasszentmihály;75,4491018;TYWG010;2024
Pápakovácsi;2,13903743;TYWG008;2024
Pápakovácsi;15,50802139;TYWG009;2024
Pápakovácsi;82,35294118;TYWG010;2024
Penyige;7,36842105;TYWG008;2024
Penyige;25,61403509;TYWG009;2024
Penyige;67,01754386;TYWG010;2024
Nagykorpád;5,02283105;TYWG008;2024
Nagykorpád;23,74429224;TYWG009;2024
Nagykorpád;71,23287671;TYWG010;2024
Encs;2,73348519;TYWG008;2024
Encs;24,96583144;TYWG009;2024
Encs;72,30068337;TYWG010;2024
Felpéc;7,75;TYWG008;2024
Felpéc;20;TYWG009;2024
Felpéc;72,25;TYWG010;2024
Felsőlajos;11,16504854;TYWG008;2024
Felsőlajos;30,09708738;TYWG009;2024
Felsőlajos;58,73786408;TYWG010;2024
Nógrádmegyer;6,43478261;TYWG008;2024
Nógrádmegyer;26,95652174;TYWG009;2024
Nógrádmegyer;66,60869565;TYWG010;2024
Vámosszabadi;5,30137981;TYWG008;2024
Vámosszabadi;20,33405955;TYWG009;2024
Vámosszabadi;74,36456064;TYWG010;2024
Hajdúdorog;10,08474576;TYWG008;2024
Hajdúdorog;35,39548023;TYWG009;2024
Hajdúdorog;54,51977401;TYWG010;2024
Abaújvár;8,63309353;TYWG008;2024
Abaújvár;42,44604317;TYWG009;2024
Abaújvár;48,92086331;TYWG010;2024
Kaba;5,40308748;TYWG008;2024
Kaba;39,66552316;TYWG009;2024
Kaba;54,93138937;TYWG010;2024
Mucsfa;2,7027027;TYWG008;2024
Mucsfa;16,89189189;TYWG009;2024
Mucsfa;80,40540541;TYWG010;2024
Tiszakarád;7,95847751;TYWG008;2024
Tiszakarád;27,10495963;TYWG009;2024
Tiszakarád;64,93656286;TYWG010;2024
Kajdacs;3,69649805;TYWG008;2024
Kajdacs;22,76264591;TYWG009;2024
Kajdacs;73,54085603;TYWG010;2024
Rákóczifalva;4,20581655;TYWG008;2024
Rákóczifalva;31,94630872;TYWG009;2024
Rákóczifalva;63,84787472;TYWG010;2024
Kübekháza;2,5862069;TYWG008;2024
Kübekháza;29,13793103;TYWG009;2024
Kübekháza;68,27586207;TYWG010;2024
Nagynyárád;2,22222222;TYWG008;2024
Nagynyárád;12,38095238;TYWG009;2024
Nagynyárád;85,3968254;TYWG010;2024
Szálka;0,7751938;TYWG008;2024
Szálka;8,52713178;TYWG009;2024
Szálka;90,69767442;TYWG010;2024
Pálfiszeg;6,15384615;TYWG008;2024
Pálfiszeg;38,46153846;TYWG009;2024
Pálfiszeg;55,38461538;TYWG010;2024
Bük;4,84048405;TYWG008;2024
Bük;17,21672167;TYWG009;2024
Bük;77,94279428;TYWG010;2024
Babót;4,08163265;TYWG008;2024
Babót;23,67346939;TYWG009;2024
Babót;72,24489796;TYWG010;2024
Hajmáskér;10,01602564;TYWG008;2024
Hajmáskér;46,31410256;TYWG009;2024
Hajmáskér;43,66987179;TYWG010;2024
Mesteri;10;TYWG008;2024
Mesteri;38;TYWG009;2024
Mesteri;52;TYWG010;2024
Sajószentpéter;7,01912261;TYWG008;2024
Sajószentpéter;42,54218223;TYWG009;2024
Sajószentpéter;50,43869516;TYWG010;2024
Mórichida;2,27920228;TYWG008;2024
Mórichida;19,65811966;TYWG009;2024
Mórichida;78,06267806;TYWG010;2024
Nagyrada;4,95049505;TYWG008;2024
Nagyrada;24,75247525;TYWG009;2024
Nagyrada;70,2970297;TYWG010;2024
Nyírvasvári;7,3871409;TYWG008;2024
Nyírvasvári;35,56771546;TYWG009;2024
Nyírvasvári;57,04514364;TYWG010;2024
Fegyvernek;7,13184271;TYWG008;2024
Fegyvernek;37,50963763;TYWG009;2024
Fegyvernek;55,35851966;TYWG010;2024
Töltéstava;2,92249047;TYWG008;2024
Töltéstava;12,7064803;TYWG009;2024
Töltéstava;84,37102922;TYWG010;2024
Balatongyörök;3,59195402;TYWG008;2024
Balatongyörök;11,35057471;TYWG009;2024
Balatongyörök;85,05747126;TYWG010;2024
Tagyon;2,5;TYWG008;2024
Tagyon;22,5;TYWG009;2024
Tagyon;75;TYWG010;2024
Nagymágocs;5,75364668;TYWG008;2024
Nagymágocs;33,87358185;TYWG009;2024
Nagymágocs;60,37277147;TYWG010;2024
Százhalombatta;5,9431195;TYWG008;2024
Százhalombatta;38,7578115;TYWG009;2024
Százhalombatta;55,299069;TYWG010;2024
Zalaapáti;2,81923715;TYWG008;2024
Zalaapáti;20,89552239;TYWG009;2024
Zalaapáti;76,28524046;TYWG010;2024
Uzsa;3,97350993;TYWG008;2024
Uzsa;60,92715232;TYWG009;2024
Uzsa;35,09933775;TYWG010;2024
Daruszentmiklós;8,18181818;TYWG008;2024
Daruszentmiklós;42,54545455;TYWG009;2024
Daruszentmiklós;49,27272727;TYWG010;2024
Fürged;6,4516129;TYWG008;2024
Fürged;31,4516129;TYWG009;2024
Fürged;62,09677419;TYWG010;2024
Sajópálfala;3,10344828;TYWG008;2024
Sajópálfala;13,79310345;TYWG009;2024
Sajópálfala;83,10344828;TYWG010;2024
Dunaremete;1,73913043;TYWG008;2024
Dunaremete;16,52173913;TYWG009;2024
Dunaremete;81,73913043;TYWG010;2024
Kisasszond;15,78947368;TYWG008;2024
Kisasszond;36,84210526;TYWG009;2024
Kisasszond;47,36842105;TYWG010;2024
Lovasberény;8,09007506;TYWG008;2024
Lovasberény;27,68974145;TYWG009;2024
Lovasberény;64,22018349;TYWG010;2024
Győrsövényház;1,6025641;TYWG008;2024
Győrsövényház;23,07692308;TYWG009;2024
Győrsövényház;75,32051282;TYWG010;2024
Újkér;4,22535211;TYWG008;2024
Újkér;24,41314554;TYWG009;2024
Újkér;71,36150235;TYWG010;2024
Erk;8,65384615;TYWG008;2024
Erk;41,02564103;TYWG009;2024
Erk;50,32051282;TYWG010;2024
Gutorfölde;9,55414013;TYWG008;2024
Gutorfölde;35,03184713;TYWG009;2024
Gutorfölde;55,41401274;TYWG010;2024
Isztimér;4,27807487;TYWG008;2024
Isztimér;28,87700535;TYWG009;2024
Isztimér;66,84491979;TYWG010;2024
Jákfalva;3,54609929;TYWG008;2024
Jákfalva;21,9858156;TYWG009;2024
Jákfalva;74,46808511;TYWG010;2024
Véménd;5,59440559;TYWG008;2024
Véménd;10,31468531;TYWG009;2024
Véménd;84,09090909;TYWG010;2024
Szelevény;16,86340641;TYWG008;2024
Szelevény;38,27993255;TYWG009;2024
Szelevény;44,85666105;TYWG010;2024
Eger;7,04421407;TYWG008;2024
Eger;37,41528994;TYWG009;2024
Eger;55,54049599;TYWG010;2024
Hidegkút;4,21052632;TYWG008;2024
Hidegkút;16,84210526;TYWG009;2024
Hidegkút;78,94736842;TYWG010;2024
Nagylóc;3,95314788;TYWG008;2024
Nagylóc;35,43191801;TYWG009;2024
Nagylóc;60,61493411;TYWG010;2024
Püspökhatvan;2,56916996;TYWG008;2024
Püspökhatvan;16,00790514;TYWG009;2024
Püspökhatvan;81,4229249;TYWG010;2024
Békésszentandrás;10,087241;TYWG008;2024
Békésszentandrás;35,71428571;TYWG009;2024
Békésszentandrás;54,19847328;TYWG010;2024
Zagyvaszántó;1,53452685;TYWG008;2024
Zagyvaszántó;24,68030691;TYWG009;2024
Zagyvaszántó;73,78516624;TYWG010;2024
Fényeslitke;1,91846523;TYWG008;2024
Fényeslitke;13,66906475;TYWG009;2024
Fényeslitke;84,41247002;TYWG010;2024
Béb;;TYWG008;2024
Béb;29,09090909;TYWG009;2024
Béb;70,90909091;TYWG010;2024
Becsehely;1,98675497;TYWG008;2024
Becsehely;14,83443709;TYWG009;2024
Becsehely;83,17880795;TYWG010;2024
Mezőlak;7,16112532;TYWG008;2024
Mezőlak;26,85421995;TYWG009;2024
Mezőlak;65,98465473;TYWG010;2024
Méhkerék;1,77935943;TYWG008;2024
Méhkerék;11,50652432;TYWG009;2024
Méhkerék;86,71411625;TYWG010;2024
Mohács;4,91149924;TYWG008;2024
Mohács;29,70343453;TYWG009;2024
Mohács;65,38506623;TYWG010;2024
Nagyoroszi;7,26190476;TYWG008;2024
Nagyoroszi;24,52380952;TYWG009;2024
Nagyoroszi;68,21428571;TYWG010;2024
Verpelét;2,96391753;TYWG008;2024
Verpelét;24,42010309;TYWG009;2024
Verpelét;72,61597938;TYWG010;2024
Bogyiszló;7,6581576;TYWG008;2024
Bogyiszló;24,4173141;TYWG009;2024
Bogyiszló;67,9245283;TYWG010;2024
Baja;9,3968254;TYWG008;2024
Baja;29,66810967;TYWG009;2024
Baja;60,93506494;TYWG010;2024
Léh;3,20512821;TYWG008;2024
Léh;41,66666667;TYWG009;2024
Léh;55,12820513;TYWG010;2024
Sóly;4,95049505;TYWG008;2024
Sóly;18,81188119;TYWG009;2024
Sóly;76,23762376;TYWG010;2024
Ócsa;5,34729879;TYWG008;2024
Ócsa;24,09040794;TYWG009;2024
Ócsa;70,56229327;TYWG010;2024
Perőcsény;8,29694323;TYWG008;2024
Perőcsény;41,48471616;TYWG009;2024
Perőcsény;50,21834061;TYWG010;2024
Alattyán;4,07239819;TYWG008;2024
Alattyán;35,29411765;TYWG009;2024
Alattyán;60,63348416;TYWG010;2024
Somlószőlős;6,37583893;TYWG008;2024
Somlószőlős;30,87248322;TYWG009;2024
Somlószőlős;62,75167785;TYWG010;2024
Vének;13,18681319;TYWG008;2024
Vének;29,67032967;TYWG009;2024
Vének;57,14285714;TYWG010;2024
Bódvaszilas;2,24719101;TYWG008;2024
Bódvaszilas;30,78651685;TYWG009;2024
Bódvaszilas;66,96629213;TYWG010;2024
Tömörkény;6,33640553;TYWG008;2024
Tömörkény;36,6359447;TYWG009;2024
Tömörkény;57,02764977;TYWG010;2024
Simaság;5,06329114;TYWG008;2024
Simaság;21,51898734;TYWG009;2024
Simaság;73,41772152;TYWG010;2024
Vecsés;5,07434506;TYWG008;2024
Vecsés;22,96436158;TYWG009;2024
Vecsés;71,96129337;TYWG010;2024
Karancsság;5,56900726;TYWG008;2024
Karancsság;30,75060533;TYWG009;2024
Karancsság;63,68038741;TYWG010;2024
Nagyrábé;13,51351351;TYWG008;2024
Nagyrábé;36,21621622;TYWG009;2024
Nagyrábé;50,27027027;TYWG010;2024
Aldebrő;2,88184438;TYWG008;2024
Aldebrő;24,49567723;TYWG009;2024
Aldebrő;72,62247839;TYWG010;2024
Nagyecsed;5,84897425;TYWG008;2024
Nagyecsed;31,95111305;TYWG009;2024
Nagyecsed;62,1999127;TYWG010;2024
Cserépfalu;4,04530744;TYWG008;2024
Cserépfalu;27,83171521;TYWG009;2024
Cserépfalu;68,12297735;TYWG010;2024
Szárász;9,67741935;TYWG008;2024
Szárász;22,58064516;TYWG009;2024
Szárász;67,74193548;TYWG010;2024
Kisszékely;5,43478261;TYWG008;2024
Kisszékely;37,5;TYWG009;2024
Kisszékely;57,06521739;TYWG010;2024
Magyarbánhegyes;7,08133971;TYWG008;2024
Magyarbánhegyes;43,63636364;TYWG009;2024
Magyarbánhegyes;49,28229665;TYWG010;2024
Kunszentmiklós;6,97155605;TYWG008;2024
Kunszentmiklós;35,58282209;TYWG009;2024
Kunszentmiklós;57,44562186;TYWG010;2024
Lovászi;11,38353765;TYWG008;2024
Lovászi;39,22942207;TYWG009;2024
Lovászi;49,38704028;TYWG010;2024
Gagybátor;6,84931507;TYWG008;2024
Gagybátor;54,79452055;TYWG009;2024
Gagybátor;38,35616438;TYWG010;2024
Vaskút;1,89781022;TYWG008;2024
Vaskút;13,43065693;TYWG009;2024
Vaskút;84,67153285;TYWG010;2024
Nyírgelse;18,69747899;TYWG008;2024
Nyírgelse;41,80672269;TYWG009;2024
Nyírgelse;39,49579832;TYWG010;2024
Csernely;10,70496084;TYWG008;2024
Csernely;45,95300261;TYWG009;2024
Csernely;43,34203655;TYWG010;2024
Bürüs;8,10810811;TYWG008;2024
Bürüs;27,02702703;TYWG009;2024
Bürüs;64,86486486;TYWG010;2024
Harka;2,5862069;TYWG008;2024
Harka;7,85440613;TYWG009;2024
Harka;89,55938697;TYWG010;2024
Jánkmajtis;9,36037441;TYWG008;2024
Jánkmajtis;37,5975039;TYWG009;2024
Jánkmajtis;53,04212168;TYWG010;2024
Nagygyimót;5,97609562;TYWG008;2024
Nagygyimót;27,49003984;TYWG009;2024
Nagygyimót;66,53386454;TYWG010;2024
Értény;4,96183206;TYWG008;2024
Értény;45,80152672;TYWG009;2024
Értény;49,23664122;TYWG010;2024
Bácsszentgyörgy;3,48837209;TYWG008;2024
Bácsszentgyörgy;22,09302326;TYWG009;2024
Bácsszentgyörgy;74,41860465;TYWG010;2024
Alsószenterzsébet;2,56410256;TYWG008;2024
Alsószenterzsébet;41,02564103;TYWG009;2024
Alsószenterzsébet;56,41025641;TYWG010;2024
Szabás;4,94505495;TYWG008;2024
Szabás;23,07692308;TYWG009;2024
Halászi;3,40356564;TYWG008;2024
Halászi;17,7471637;TYWG009;2024
Halászi;78,84927066;TYWG010;2024
Zalaboldogfa;19,33333333;TYWG008;2024
Zalaboldogfa;26;TYWG009;2024
Zalaboldogfa;54,66666667;TYWG010;2024
Tiszavárkony;6,22406639;TYWG008;2024
Tiszavárkony;38,03596127;TYWG009;2024
Tiszavárkony;55,73997234;TYWG010;2024
Pápa;10,07391763;TYWG008;2024
Pápa;33,79091869;TYWG009;2024
Pápa;56,13516367;TYWG010;2024
Péteri;4,16666667;TYWG008;2024
Péteri;16,46341463;TYWG009;2024
Péteri;79,3699187;TYWG010;2024
Somogyvámos;6,64652568;TYWG008;2024
Somogyvámos;40,78549849;TYWG009;2024
Somogyvámos;52,56797583;TYWG010;2024
Zalalövő;5,66343042;TYWG008;2024
Zalalövő;29,93527508;TYWG009;2024
Zalalövő;64,4012945;TYWG010;2024
Bagod;6,1440678;TYWG008;2024
Bagod;18,00847458;TYWG009;2024
Bagod;75,84745763;TYWG010;2024
Súr;4,6;TYWG008;2024
Súr;22,2;TYWG009;2024
Súr;73,2;TYWG010;2024
Várvölgy;9,62800875;TYWG008;2024
Várvölgy;29,5404814;TYWG009;2024
Várvölgy;60,83150985;TYWG010;2024
Nagyváty;8,46153846;TYWG008;2024
Nagyváty;26,15384615;TYWG009;2024
Nagyváty;65,38461538;TYWG010;2024
Tivadar;3,48837209;TYWG008;2024
Tivadar;16,27906977;TYWG009;2024
Tivadar;80,23255814;TYWG010;2024
Kiskunfélegyháza;14,7219193;TYWG008;2024
Kiskunfélegyháza;37,86123228;TYWG009;2024
Kiskunfélegyháza;47,41684842;TYWG010;2024
Mernye;3,30882353;TYWG008;2024
Mernye;19,11764706;TYWG009;2024
Mernye;77,57352941;TYWG010;2024
Erdőbénye;11,79775281;TYWG008;2024
Erdőbénye;40,73033708;TYWG009;2024
Erdőbénye;47,47191011;TYWG010;2024
Rábapatona;1,29509713;TYWG008;2024
Rábapatona;13,22849214;TYWG009;2024
Rábapatona;85,47641073;TYWG010;2024
Gagyapáti;;TYWG008;2024
Gagyapáti;43,75;TYWG009;2024
Gagyapáti;56,25;TYWG010;2024
Zsarolyán;9,80392157;TYWG008;2024
Zsarolyán;30,71895425;TYWG009;2024
Zsarolyán;59,47712418;TYWG010;2024
Alsópáhok;5,84795322;TYWG008;2024
Alsópáhok;24,9122807;TYWG009;2024
Alsópáhok;69,23976608;TYWG010;2024
Inárcs;4,96374791;TYWG008;2024
Inárcs;21,80702733;TYWG009;2024
Inárcs;73,22922476;TYWG010;2024
Alsószuha;4,84848485;TYWG008;2024
Alsószuha;22,42424242;TYWG009;2024
Alsószuha;72,72727273;TYWG010;2024
Forró;1,25;TYWG008;2024
Forró;19,75;TYWG009;2024
Forró;79;TYWG010;2024
Kisdobsza;2,94117647;TYWG008;2024
Kisdobsza;29,41176471;TYWG009;2024
Kisdobsza;67,64705882;TYWG010;2024
Kerecseny;18,97810219;TYWG008;2024
Kerecseny;49,6350365;TYWG009;2024
Kerecseny;31,38686131;TYWG010;2024
Sárszentágota;2,94695481;TYWG008;2024
Sárszentágota;23,77210216;TYWG009;2024
Sárszentágota;73,28094303;TYWG010;2024
Albertirsa;6,81173132;TYWG008;2024
Albertirsa;23,61400189;TYWG009;2024
Albertirsa;69,57426679;TYWG010;2024
Újudvar;5,13513514;TYWG008;2024
Újudvar;22,16216216;TYWG009;2024
Újudvar;72,7027027;TYWG010;2024
Kakucs;2,48927039;TYWG008;2024
Kakucs;22,5751073;TYWG009;2024
Kakucs;74,93562232;TYWG010;2024
Nagylók;10,48034934;TYWG008;2024
Nagylók;38,86462882;TYWG009;2024
Nagylók;50,65502183;TYWG010;2024
Tengőd;11,1969112;TYWG008;2024
Tengőd;42,47104247;TYWG009;2024
Tengőd;46,33204633;TYWG010;2024
Somogybabod;6,36363636;TYWG008;2024
Somogybabod;22,72727273;TYWG009;2024
Somogybabod;70,90909091;TYWG010;2024
Nemesnép;6,94444444;TYWG008;2024
Nemesnép;22,22222222;TYWG009;2024
Nemesnép;70,83333333;TYWG010;2024
Perecse;6,66666667;TYWG008;2024
Perecse;73,33333333;TYWG009;2024
Perecse;20;TYWG010;2024
Forráskút;8,93032385;TYWG008;2024
Forráskút;27,77232581;TYWG009;2024
Forráskút;63,29735034;TYWG010;2024
Alacska;10,48689139;TYWG008;2024
Alacska;27,34082397;TYWG009;2024
Alacska;62,17228464;TYWG010;2024
Zalaszentgyörgy;2,61437908;TYWG008;2024
Zalaszentgyörgy;22,22222222;TYWG009;2024
Zalaszentgyörgy;75,16339869;TYWG010;2024
Bélapátfalva;10,63174114;TYWG008;2024
Bélapátfalva;34,2835131;TYWG009;2024
Bélapátfalva;55,08474576;TYWG010;2024
Zalaszántó;19,29499072;TYWG008;2024
Zalaszántó;29,3135436;TYWG009;2024
Zalaszántó;51,39146568;TYWG010;2024
Szeged;9,24021869;TYWG008;2024
Szeged;37,43334758;TYWG009;2024
Szeged;53,32643373;TYWG010;2024
